time [s],long accel [g],lat accel [g],vector accel [g],vert accel [g],speed [mph],distance [ft],power output [hp],gear [-],position X [m],position Y [m],time slip [s],time slip rate [%],beacon [-],buffer [-],TPS [%],Steering Position [Deg],Oil Press [PSI],Analog 4 [V],analog 5 [V],Yaw Rate Sensor [deg/s],Brake [V],analog 8 [V],GPS altitude [m],GPS heading [degs],GPS time [s],GPS pos acc [-],GPS vel acc [-],GPS head acc [-],GPS alt acc [-],GPS vel raw [mph],GPS long [degs],GPS lat [degs],Corrected Speed [MPH],Angular Velocity [deg/s],Attitude Velocity [deg/s],Neutral Yaw Steer [deg],Calculated Yaw angle [deg]
85.16,-4.44E-02,-1.08412683,1.071095943,0.997792482,32.7016449,2023.797485,71.79986572,6,87.30712891,-331.467926,N/a,N/a,1,978,97.32585907,-200.4917908,84.11251068,0,0,-40.9431572,0,3.00E-04,57.36000061,343.7349854,65388.639,3.855999947,0.589999974,1.71E-02,14.17300034,33.41983032,-117.7291626,33.66368057,32.7016449,-41.70513916,-1.48E-02,-10.75545311,165.9113617
85.17,-3.28E-02,-1.070997715,1.068596244,0.983060658,32.71139145,2024.2771,72.62116241,6,87.24040222,-331.3371582,N/a,N/a,1,978,97.9325943,-200.4917908,84.37500763,0,0,-41.01231384,0,3.00E-04,57.36000061,343.3145142,65388.649,3.855999947,0.589999974,1.71E-02,14.17300034,33.41983032,-117.7291633,33.66368175,32.71139145,-41.18780136,-0.495759189,-10.75811672,165.501236
85.18,-1.97E-02,-1.058070421,1.075570345,0.969159245,32.72542191,2024.75708,73.86348724,6,87.17292023,-331.2066956,N/a,N/a,1,978,97.3932724,-186.5573578,84.37500763,0,0,-41.06536102,0,3.00E-04,57.36000061,342.8940735,65388.659,3.855999947,0.589999974,1.71E-02,14.17300034,33.41983032,-117.729164,33.66368292,32.72542191,-40.67320633,-0.941175461,-10.75710392,165.0905762
85.19,-5.38E-03,-1.045685768,1.078154087,0.956530929,32.71203232,2025.236938,74.96552277,6,87.10399628,-331.0769958,N/a,N/a,1,978,97.3932724,-186.5573578,84.37500763,0,0,-41.10070801,0,0,57.41600037,342.4736328,65388.669,3.855999947,0.589999974,1.71E-02,14.17300034,33.41983032,-117.7291647,33.66368408,32.71203232,-40.21358109,-1.34677887,-10.7523098,164.6795654
85.2,1.00E-02,-1.034153819,1.067885399,0.945572197,32.75777054,2025.717041,76.1149826,6,87.03411102,-330.9476013,N/a,N/a,1,978,97.64045715,-186.0655518,84.48751068,0,0,-41.11694336,0,0,57.41600037,342.0531616,65388.679,3.855999947,0.589999974,1.71E-02,14.17300034,33.41983032,-117.7291655,33.66368525,32.75777054,-39.71457291,-1.700023293,-10.74361992,164.2684021
85.21,2.62E-02,-1.023742676,1.073340654,0.936622143,32.75980377,2026.19751,77.29042816,6,86.96336365,-330.8186646,N/a,N/a,1,978,97.32585907,-186.5573578,84.48751068,0,0,-41.11288071,0,0,57.41600037,341.6326904,65388.689,3.855999947,0.589999974,1.65E-02,14.17300034,33.50930405,-117.7291663,33.66368641,32.75980377,-39.31230927,-1.99531436,-10.73090458,163.8572693
85.22,4.28E-02,-1.01466918,1.072432518,0.929952383,32.78199768,2026.678101,78.74835968,6,86.891922,-330.6900024,N/a,N/a,1,978,97.3932724,-186.0655518,84.63750458,0,0,-41.08758545,0,0,57.41600037,341.2122498,65388.699,3.855999947,0.589999974,1.65E-02,14.17300034,33.50930405,-117.729167,33.66368756,32.78199768,-38.93750381,-2.228511095,-10.71401787,163.4463959
85.23,5.96E-02,-1.007092714,1.076933622,0.925760329,32.82304764,2027.15918,79.82285309,6,86.81981659,-330.5614929,N/a,N/a,1,978,97.01125336,-186.5573578,84.63750458,0,0,-41.04037857,0,0,57.41600037,340.4745178,65388.709,3.855999947,0.589999974,1.65E-02,14.17300034,33.50930405,-117.7291678,33.66368872,32.82304764,-38.59842682,-2.396286011,-10.69279194,163.0359955
85.24,7.63E-02,-1.001108646,1.074333072,0.924164057,32.81867599,2027.640625,80.73123169,6,86.74686432,-330.4334717,N/a,N/a,1,978,98.40450287,-172.6229248,84.86251068,0,0,-40.97082138,0,0,57.41600037,339.7367859,65388.719,3.855999947,0.579999983,1.65E-02,14.17300034,33.50930405,-117.7291686,33.66368987,32.81867599,-38.37419128,-2.497066975,-10.6670351,162.6262817
85.25,9.27E-02,-0.996746123,1.084261179,0.925200939,32.87257767,2028.122314,81.79012299,6,86.67315674,-330.305603,N/a,N/a,1,978,96.24720764,-172.6229248,85.01250458,0,0,-40.87868881,0,0,57.41600037,339.4194946,65388.729,3.855999947,0.579999983,1.65E-02,14.17300034,33.50930405,-117.7291694,33.66369101,32.87257767,-38.14431763,-2.533004284,-10.63652706,162.2174988
85.26,0.108543478,-0.993966401,1.064972281,0.928827763,32.91105652,2028.604736,82.95629883,6,86.59851074,-330.1781006,N/a,N/a,1,978,96.4719162,-172.6229248,85.01250458,0,0,-40.76393127,0,0,57.41600037,339.1022034,65388.739,3.855999947,0.579999983,1.65E-02,14.17300034,33.50930405,-117.7291702,33.66369216,32.91105652,-37.99346924,-2.508191347,-10.60101032,161.8098602
85.27,0.123717852,-0.992664099,1.056547046,0.934924483,32.99323654,2029.088013,83.64263153,6,86.52296448,-330.0506897,N/a,N/a,1,978,93.68540192,-172.6229248,85.12500763,0,0,-40.62660217,0,0,57.41600037,338.7849121,65388.749,3.855999947,0.579999983,1.65E-02,14.17300034,33.50930405,-117.729171,33.6636933,32.99323654,-37.84917831,-2.426132679,-10.56018829,161.403595
85.28,0.13806434,-0.992670357,1.04194665,0.94329977,33.08655548,2029.57251,84.56177521,6,86.44573975,-329.9238281,N/a,N/a,1,978,93.14608002,-172.6229248,85.23751068,0,0,-40.46678162,0,0,57.4280014,338.4676514,65388.759,3.855999947,0.579999983,1.65E-02,14.17300034,33.50930405,-117.7291719,33.66369444,33.08655548,-37.74266052,-2.305582047,-10.51372051,160.9989319
85.29,0.151500911,-0.993757606,1.021608353,0.953699052,33.14303207,2030.05835,85.39374542,6,86.36775208,-329.7971497,N/a,N/a,1,978,89.82023621,-154.9180298,85.38750458,0,0,-40.28449249,0,0,57.4280014,338.1503601,65388.769,3.855999947,0.579999983,1.63E-02,14.17300034,34.15802002,-117.7291727,33.66369558,33.14303207,-37.71961594,-2.140974045,-10.46120834,160.5960846
85.3,0.16399385,-0.995646119,1.010802865,0.965814233,33.25026321,2030.545166,86.35534668,6,86.28866577,-329.6705933,N/a,N/a,1,989,89.97753906,-154.9180298,85.23751068,0,0,-40.07960129,0,0,57.4280014,337.8330688,65388.779,3.855999947,0.579999983,1.63E-02,14.17300034,34.15802002,-117.7291735,33.66369672,33.25026321,-37.66942215,-1.949648619,-10.40219688,160.195282
85.31,0.175557554,-0.998011947,0.988927245,0.979295194,33.30950546,2031.033325,87.11667633,6,86.20859528,-329.544342,N/a,N/a,1,989,88.35955811,-154.9180298,56.40000153,0,0,-39.85172653,0,0,57.4280014,337.5158081,65388.789,3.855999947,0.579999983,1.63E-02,14.17300034,34.15802002,-117.7291744,33.66369785,33.30950546,-37.69178009,-1.736599326,-10.33616447,159.7967682
85.32,0.18625237,-1.00049603,0.9898386,0.993761957,33.38674545,2031.522461,88.1435318,6,86.12770844,-329.4181824,N/a,N/a,1,989,88.13484192,-155.4098358,85.38750458,0,0,-39.60012817,0,0,57.4280014,337.1985168,65388.799,3.855999947,0.579999983,1.63E-02,14.17300034,34.15802002,-117.7291753,33.66369899,33.38674545,-37.69817734,-1.509716034,-10.26252079,159.4007721
85.33,0.196180776,-1.002713799,0.985879779,1.00881803,33.45713043,2032.012695,89.15834808,6,86.04580688,-329.2922974,N/a,N/a,1,989,88.51686096,-154.9180298,85.38750458,0,0,-39.32362366,0,0,57.4280014,337.1985168,65388.809,3.855999947,0.579999983,1.63E-02,14.17300034,34.15802002,-117.7291762,33.66370012,33.45713043,-37.70225906,-1.285568237,-10.18060303,159.0075378
85.34,0.205481857,-1.004265308,0.972143352,1.02406323,33.57378769,2032.504028,90.07762909,6,85.96263885,-329.166626,N/a,N/a,1,989,88.20225525,-154.9180298,56.92500305,0,0,-39.02051544,0,0,57.4280014,336.6989441,65388.819,3.855999947,0.579999983,1.63E-02,14.17300034,34.15802002,-117.7291771,33.66370125,33.57378769,-37.62939072,-1.068682432,-10.08967018,158.6173401
85.35,0.214324638,-1.004745722,0.964810729,1.039107323,33.61589432,2032.996826,91.32609558,6,85.87846375,-329.0414124,N/a,N/a,1,989,88.13484192,-131.6393433,85.65000916,0,0,-38.68852615,0,0,57.4280014,336.1993408,65388.829,3.855999947,0.579999983,1.63E-02,14.17300034,34.15802002,-117.729178,33.66370237,33.61589432,-37.60023499,-0.870470822,-9.988911629,158.2304535
85.36,0.222900048,-1.003755331,0.959730446,1.053581357,33.70170212,2033.490479,92.365448,6,85.79316711,-328.9164734,N/a,N/a,1,989,87.82023621,-131.6393433,85.65000916,0,0,-38.32474136,0,0,57.4280014,335.6997681,65388.839,3.855999947,0.579999983,1.63E-02,14.17300034,34.15802002,-117.7291789,33.66370349,33.70170212,-37.46753311,-0.70193404,-9.877445221,157.8471985
85.37,0.231412247,-1.000908613,0.960495353,1.067149639,33.776371,2033.985352,93.66780853,6,85.70684814,-328.7918396,N/a,N/a,1,989,88.26967621,-131.6393433,85.76250458,0,0,-37.92560959,0,0,57.4280014,335.2001953,65388.849,3.855999947,0.579999983,1.63E-02,14.17300034,34.15802002,-117.7291798,33.66370461,33.776371,-37.27867889,-0.574734092,-9.754323959,157.4679413
85.38,0.240069523,-0.995843947,0.945210457,1.079519033,33.82961655,2034.481079,94.97480774,6,85.61962891,-328.6675415,N/a,N/a,1,989,88.13484192,-131.6393433,85.76250458,0,0,-37.48695755,0,0,57.4280014,334.7006226,65388.859,3.855999947,0.579999983,1.63E-02,14.17300034,34.15802002,-117.7291808,33.66370573,33.82961655,-37.03166962,-0.485935599,-9.61854744,157.0930786
85.39,0.24907501,-0.988230526,0.940557957,1.090446711,33.89228821,2034.977783,96.20950317,6,85.53039551,-328.544342,N/a,N/a,1,989,87.66293335,-131.6393433,85.76250458,0,0,-37.00400162,0,0,57.38899994,334.2010193,65388.869,3.855999947,0.579999983,1.63E-02,14.17399979,34.15802002,-117.7291817,33.66370684,33.89228821,-36.68060303,-0.451046765,-9.469078064,156.7230377
85.4,0.25861758,-0.977775514,0.928352952,1.099746823,33.95067596,2035.475342,97.70323944,6,85.44004822,-328.4216309,N/a,N/a,1,989,88.83148193,-131.6393433,85.76250458,0,0,-36.47144318,0,0,57.38899994,333.7014465,65388.879,3.855999947,0.579999983,1.58E-02,14.17399979,35.41070175,-117.7291827,33.66370794,33.95067596,-36.23012161,-0.464559376,-9.304851532,156.3583221
85.41,0.268863559,-0.964229167,0.917380631,1.107293367,33.97202682,2035.973389,99.01683044,6,85.34896851,-328.2993469,N/a,N/a,1,989,88.13484192,-100.9835968,85.87500763,0,0,-35.88355637,0,0,57.38899994,333.2018738,65388.889,3.855999947,0.579999983,1.58E-02,14.17399979,35.41070175,-117.7291837,33.66370904,33.97202682,-35.70572662,-0.529202282,-9.124800682,155.9994812
85.42,0.279949009,-0.947388947,0.906340361,1.113022804,34.03450775,2036.472046,100.3972778,6,85.25697327,-328.1773987,N/a,N/a,1,989,88.35955811,-101.639328,86.02500916,0,0,-35.23430634,0,0,57.38899994,332.7022705,65388.899,3.855999947,0.579999983,1.58E-02,14.17399979,35.41070175,-117.7291847,33.66371013,34.03450775,-35.01772308,-0.648753166,-8.927879333,155.6471405
85.43,0.291973501,-0.92710197,0.894234478,1.11693275,34.13383865,2036.972046,101.9076767,6,85.16403198,-328.055603,N/a,N/a,1,989,87.82023621,-100.9835968,86.13750458,0,0,-34.51751328,0,0,57.38899994,332.2026978,65388.909,3.855999947,0.579999983,1.58E-02,14.17399979,35.41070175,-117.7291857,33.66371123,34.13383865,-34.16814804,-0.81944865,-8.713087082,155.3019714
85.44,0.30499509,-0.903266549,0.877993941,1.119079828,34.20146179,2037.473145,103.0557022,6,85.07029724,-327.9340515,N/a,N/a,1,989,88.67417908,-100.9835968,86.02500916,0,0,-33.72702026,0,0,57.38899994,331.9170837,65388.919,3.855999947,0.579999983,1.58E-02,14.17399979,35.41070175,-117.7291867,33.66371232,34.20146179,-33.22388077,-1.034036875,-8.479496002,154.9647064
85.45,0.319026977,-0.875832021,0.861103773,1.119574904,34.3050766,2037.975464,104.2544174,6,84.97566986,-327.8125916,N/a,N/a,1,989,87.66293335,-101.639328,86.25000763,0,0,-32.856884,0,0,57.38899994,331.6315002,65388.929,3.855999947,0.579999983,1.58E-02,14.17399979,35.41070175,-117.7291877,33.66371341,34.3050766,-32.11748123,-1.290545821,-8.226283073,154.6361389
85.46,0.334035933,-0.844797671,0.8518309,1.118576884,34.38298416,2038.479248,105.5436554,6,84.88048553,-327.6911316,N/a,N/a,1,989,88.58428192,-73.27865601,86.25000763,0,0,-31.90156555,0,0,57.38899994,331.3458862,65388.939,3.855999947,0.579999983,1.58E-02,14.17399979,35.41070175,-117.7291887,33.6637145,34.38298416,-30.90923119,-1.580606461,-7.952756405,154.3171234
85.47,0.349942327,-0.810210407,0.826774597,1.116284609,34.47716904,2038.984131,106.5446091,6,84.78463745,-327.5696411,N/a,N/a,1,989,88.35955811,-71.63931274,86.51250458,0,0,-30.85614204,0,0,57.38899994,331.0603027,65388.949,3.855999947,0.579999983,1.58E-02,14.17399979,35.41070175,-117.7291898,33.66371559,34.47716904,-29.56278229,-1.891011596,-7.658390045,154.0085602
85.48,0.36662218,-0.772161961,0.803471804,1.11292851,34.61077881,2039.490845,107.6751251,6,84.6879425,-327.4480591,N/a,N/a,1,989,89.12361145,-71.63931274,86.51250458,0,3.00E-03,-29.71650887,0,0,57.38899994,330.7746887,65388.959,3.855999947,0.579999983,1.58E-02,14.17399979,35.41070175,-117.7291908,33.66371668,34.61077881,-28.06571198,-2.216105461,-7.342850208,153.7113953
85.49,0.383910716,-0.730784953,0.793668151,1.108760238,34.75809479,2039.999634,108.6022568,6,84.59020233,-327.3269653,N/a,N/a,1,989,88.35955811,-71.63931274,86.6625061,0,0,-28.47956467,0,0,57.44499969,330.4890747,65388.969,3.855999947,0.579999983,1.58E-02,14.17399979,35.41070175,-117.7291919,33.66371777,34.75809479,-26.44921112,-2.543407679,-7.0060215,153.4266052
85.5,0.401607603,-0.686248779,0.78034538,1.104043484,34.8719902,2040.510254,109.6512375,6,84.49180603,-327.2057495,N/a,N/a,1,989,90.06742859,-71.63931274,86.6625061,0,0,-27.14339828,0,0,57.44499969,330.2034912,65388.979,3.855999947,0.579999983,1.50E-02,14.17399979,36.19363022,-117.7291929,33.66371886,34.8719902,-24.75619507,-2.86769557,-6.648034096,153.1551666
85.51,0.419483423,-0.638755083,0.767230511,1.099042892,34.99098969,2041.022583,110.8229446,6,84.39273834,-327.0843811,N/a,N/a,1,989,90.98876953,-71.63931274,86.88750458,0,0,-25.70743179,0,0,57.44499969,329.9178772,65388.989,3.855999947,0.579999983,1.50E-02,14.17399979,36.19363022,-117.729194,33.66371995,34.99098969,-22.96451187,-3.179897785,-6.269279957,152.8980865
85.52,0.437287539,-0.588533163,0.759283781,1.094015121,35.16311646,2041.536865,112.3507538,6,84.29297638,-326.9625854,N/a,N/a,1,989,93.30338287,-38.36065292,86.88750458,0,0,-24.17254639,0,0,57.44499969,329.6322937,65388.999,3.855999947,0.579999983,1.50E-02,14.17399979,36.19363022,-117.7291951,33.66372105,35.16311646,-21.05535698,-3.470819473,-5.870430946,152.6563568
85.53,0.454756409,-0.535835028,0.744417071,1.089198828,35.31467819,2042.053711,112.8306808,6,84.19237518,-326.8406067,N/a,N/a,1,989,95.01124573,-37.70488358,86.88750458,0,0,-22.54117584,0,0,57.44499969,329.3466797,65389.009,3.855999947,0.579999983,1.50E-02,14.17399979,36.19363022,-117.7291962,33.66372214,35.31467819,-19.08775902,-3.733799696,-5.452448368,152.4309387
85.54,0.471622884,-0.480931431,0.727165282,1.084807396,35.45681381,2042.572754,114.0119629,6,84.0911026,-326.7183533,N/a,N/a,1,989,97.64045715,-38.36065292,87.03751373,0,0,-20.81735802,0,0,57.44499969,329.1109314,65389.019,3.855999947,0.569999993,1.50E-02,14.17399979,36.19363022,-117.7291973,33.66372324,35.45681381,-17.06328011,-3.967501879,-5.016584873,152.2227631
85.55,0.487625301,-0.424107164,0.71895349,1.081021428,35.58181381,2043.093628,115.6086273,6,83.98912811,-326.5959778,N/a,N/a,1,989,97.55057526,-38.36065292,87.03751373,0,0,-19.00673866,0,0,57.44499969,328.8751526,65389.029,3.855999947,0.569999993,1.50E-02,14.17399979,36.19363022,-117.7291984,33.66372434,35.58181381,-14.99431419,-4.168614388,-4.564383507,152.0326996
85.56,0.502516627,-0.365657389,0.710276484,1.077983499,35.7102356,2043.616577,116.7250443,6,83.88644409,-326.4734192,N/a,N/a,1,989,98.47192383,-37.70488358,87.03751373,0,0,-17.11654472,0,0,57.44499969,328.6394043,65389.039,3.855999947,0.569999993,1.50E-02,14.17399979,36.19363022,-117.7291995,33.66372544,35.7102356,-12.88133049,-4.33220005,-4.097665787,151.8615417
85.57,0.516073167,-0.305884302,0.705059707,1.075794101,35.82838058,2044.141113,117.6576385,6,83.78321838,-326.350647,N/a,N/a,1,989,98.24720001,-38.36065292,87.26250458,0,0,-15.15549946,0,0,57.44499969,328.403656,65389.049,3.855999947,0.569999993,1.50E-02,14.17399979,36.19363022,-117.7292006,33.66372654,35.82838058,-10.74011803,-4.458979607,-3.618515968,151.7099915
85.58,0.528102398,-0.245093808,0.705579281,1.074509859,35.96194458,2044.667725,119.4803848,6,83.67926788,-326.2276917,N/a,N/a,1,989,98.78652954,-5.573757648,87.26250458,0,0,-13.13371372,0,0,57.44499969,328.1679077,65389.059,3.855999947,0.569999993,1.50E-02,14.17399979,36.19363022,-117.7292017,33.66372765,35.96194458,-8.573698997,-4.550290108,-3.129256725,151.5786591
85.59,0.538449705,-0.183593079,0.705777705,1.074142575,36.07408905,2045.195923,120.6074219,6,83.57449341,-326.1047363,N/a,N/a,1,989,97.77529144,-5.573757648,87.26250458,0,0,-11.06251335,0,0,57.48899841,327.9321289,65389.069,3.855999947,0.569999993,1.50E-02,14.17399979,36.19363022,-117.7292028,33.66372875,36.07408905,-6.402358532,-4.608075142,-2.632418156,151.4680328
85.6,0.547003746,-0.121688195,0.712240517,1.074661136,36.18965912,2045.72583,121.7212067,6,83.46911621,-325.9816284,N/a,N/a,1,989,98.9438324,-5.573757648,87.41251373,0,0,-8.954251289,0,0,57.48899841,327.6963806,65389.079,3.855999947,0.569999993,1.46E-02,14.17399979,37.60289764,-117.729204,33.66372986,36.18965912,-4.230026245,-4.633024693,-2.13070178,151.3784943
85.61,0.553700566,-5.97E-02,0.713427961,1.075993657,36.30509567,2046.257568,123.3149796,6,83.36339569,-325.8581238,N/a,N/a,1,989,98.24720001,-5.573757648,87.41251373,0,0,-6.822075367,0,0,57.48899841,327.4606323,65389.089,3.855999947,0.569999993,1.46E-02,14.17399979,37.60289764,-117.7292051,33.66373097,36.30509567,-2.06802845,-4.628724575,-1.626938224,151.3102722
85.62,0.558525562,2.13E-03,0.706115365,1.078031898,36.46080017,2046.791016,124.7083817,6,83.25736237,-325.7339783,N/a,N/a,1,989,98.47192383,-5.573757648,87.52500153,0,0,-4.679676533,0,0,57.48899841,327.2248535,65389.099,3.855999947,0.569999993,1.46E-02,14.17399979,37.60289764,-117.7292063,33.66373208,36.46080017,7.34E-02,-4.597789288,-1.1240412,151.2634735
85.63,0.561514258,6.34E-02,0.72238344,1.080637336,36.60879517,2047.326782,125.932518,6,83.15083313,-325.6094055,N/a,N/a,1,989,96.24720764,-5.573757648,87.67501068,0,0,-2.541016817,0,3.00E-04,57.48899841,326.9891052,65389.109,3.855999947,0.569999993,1.46E-02,14.17399979,37.60289764,-117.7292074,33.6637332,36.60879517,2.180196524,-4.543199539,-0.624957323,151.2380676
85.64,0.562750995,0.123990931,0.732438445,1.083646655,36.72594452,2047.864746,127.5006104,6,83.04396057,-325.4844055,N/a,N/a,1,989,94.92136383,30.49182129,87.78751373,0,0,-0.420046747,0,3.00E-04,57.48899841,326.9891052,65389.119,3.855999947,0.569999993,1.46E-02,14.17399979,37.60289764,-117.7292086,33.66373432,36.72594452,4.247134209,-4.468752861,-0.132614881,151.2338715
85.65,0.56236583,0.183486775,0.728454947,1.086880088,36.87393951,2048.404541,129.0743561,6,82.93700409,-325.3586121,N/a,N/a,1,989,89.43821716,31.14759064,87.90000916,0,0,1.669578314,0,3.00E-04,57.48899841,327.0372314,65389.129,3.855999947,0.569999993,1.46E-02,14.17399979,37.60289764,-117.7292097,33.66373545,36.87393951,6.25985527,-4.379339695,0.350128859,151.2505646
85.66,0.560530186,0.241668254,0.74394536,1.090148091,37.0776329,2048.946777,130.2274323,6,82.8298111,-325.231842,N/a,N/a,1,989,86.26966858,30.49182129,88.05001068,0,0,3.714777946,0,3.00E-04,57.48899841,327.0853577,65389.139,3.855999947,0.569999993,1.46E-02,14.17399979,37.60289764,-117.7292109,33.66373659,37.0776329,8.199485779,-4.278274536,0.820539594,151.2877197
85.67,0.557450771,0.298282564,0.762065351,1.093259573,37.24190903,2049.491699,131.2663269,6,82.72242737,-325.104248,N/a,N/a,1,989,82.62922668,30.49182129,88.05001068,0,0,5.703312397,0,3.00E-04,57.48899841,327.1334839,65389.149,3.855999947,0.569999993,1.46E-02,14.17399979,37.60289764,-117.729212,33.66373774,37.24190903,10.07569504,-4.16822052,1.276055932,151.3447571
85.68,0.55336237,0.353090793,0.773769021,1.096029639,37.40618515,2050.039063,132.9042816,6,82.61492157,-324.9757996,N/a,N/a,1,989,80.08989716,31.14759064,88.27500916,0,0,7.624025345,0,3.00E-04,57.48899841,327.1816101,65389.159,3.855999947,0.569999993,1.46E-02,14.17399979,37.60289764,-117.7292132,33.66373889,37.40618515,11.87468338,-4.052070618,1.714336038,151.42099
85.69,0.54851979,0.405869842,0.780579209,1.098286629,37.59445572,2050.589355,134.5398254,6,82.5072403,-324.846405,N/a,N/a,1,989,77.3932724,64.42625427,88.42501068,0,0,9.467061996,0,3.00E-04,57.48899841,327.2297363,65389.169,3.855999947,0.569999993,1.46E-02,14.17399979,37.60289764,-117.7292144,33.66374006,37.59445572,13.58132172,-3.931689024,2.133300066,151.5156555
85.7,0.543189049,0.45641461,0.796378374,1.099878311,37.76472855,2051.141846,135.5552673,6,82.39988708,-324.7155151,N/a,N/a,1,989,75.30338287,64.42625427,88.53751373,0,0,11.22404671,0,3.00E-04,57.50500107,327.2778931,65389.179,3.857000113,0.569999993,1.46E-02,14.17500019,37.60289764,-117.7292155,33.66374123,37.76472855,15.20380211,-3.810617685,2.531165838,151.6278992
85.71,0.537638307,0.504540265,0.82125771,1.100678325,37.89729691,2051.696777,136.8445435,6,82.29259491,-324.5838013,N/a,N/a,1,989,73.05618286,64.42625427,88.68750763,0,0,12.88822746,0,3.00E-04,57.50500107,327.3260193,65389.189,3.857000113,0.569999993,1.39E-02,14.17500019,38.31871796,-117.7292167,33.66374241,37.89729691,16.74814415,-3.690153599,2.90647912,151.7567749
85.72,0.532128811,0.550084651,0.830896199,1.100589991,38.02853775,2052.253418,137.9675751,6,82.1853714,-324.4512634,N/a,N/a,1,989,71.75281525,64.42625427,88.80001068,0,0,14.45457458,0,3.00E-04,57.50500107,327.3741455,65389.199,3.857000113,0.569999993,1.39E-02,14.17500019,38.31871796,-117.7292178,33.6637436,38.02853775,18.19696617,-3.569024563,3.258136272,151.9013214
85.73,0.526906073,0.592910826,0.843904495,1.099549651,38.1709137,2052.812256,139.4771729,6,82.07833862,-324.317749,N/a,N/a,1,989,70.11235809,64.42625427,88.80001068,0,0,15.91983032,0,3.00E-04,57.50500107,327.7209473,65389.209,3.857000113,0.569999993,1.39E-02,14.17500019,38.31871796,-117.729219,33.6637448,38.1709137,19.54050827,-3.448617458,3.585396528,152.0605164
85.74,0.522191584,0.632909238,0.862093508,1.097529054,38.30043793,2053.373047,140.4359589,6,81.97161865,-324.1832581,N/a,N/a,1,989,70.42697906,64.42625427,88.80001068,0,0,17.28251839,0,3.00E-04,57.50500107,328.0677795,65389.219,3.857000113,0.569999993,1.39E-02,14.17500019,38.31871796,-117.7292201,33.66374601,38.30043793,20.78819656,-3.32442379,3.887889147,152.2333374
85.75,0.518176019,0.670000374,0.877998769,1.094535708,38.43510437,2053.935791,141.6455078,6,81.86511993,-324.047821,N/a,N/a,1,989,68.17977142,94.42622375,88.91251373,0,0,18.5429039,0,3.00E-04,57.50500107,328.3664551,65389.229,3.857000113,0.569999993,1.39E-02,14.17500019,38.31871796,-117.7292213,33.66374723,38.43510437,21.92936516,-3.191775799,4.165608883,152.4187622
85.76,0.515012801,0.704136431,0.886849761,1.090612173,38.55177689,2054.500244,142.9786987,6,81.7589798,-323.911438,N/a,N/a,1,989,68.42697144,94.42622375,89.17501068,0,0,19.70290756,0,3.00E-04,57.50500107,328.6651306,65389.239,3.857000113,0.569999993,1.39E-02,14.17500019,38.31871796,-117.7292224,33.66374845,38.55177689,22.97690392,-3.050115347,4.418904781,152.6157837
85.77,0.512813747,0.735303164,0.910196304,1.085834146,38.64873886,2055.066406,144.0831757,6,81.65310669,-323.774292,N/a,N/a,1,989,68.49437714,94.42622375,89.43750763,0,0,20.76597786,0,3.00E-04,57.50500107,328.9638062,65389.249,3.857000113,0.569999993,1.39E-02,14.17500019,38.31871796,-117.7292236,33.66374969,38.64873886,23.93371773,-2.895206213,4.648460865,152.8234406
85.78,0.511645854,0.763520956,0.933687329,1.080307245,38.76712036,2055.634033,145.4323425,6,81.54803467,-323.6361389,N/a,N/a,1,989,68.74157715,94.91803741,89.43750763,0,0,21.73693466,0,3.00E-04,57.49900055,329.2625122,65389.259,3.857000113,0.569999993,1.39E-02,14.17500019,38.31871796,-117.7292247,33.66375093,38.76712036,24.77630234,-2.727372646,4.855266094,153.0408173
85.79,0.511529922,0.78884536,0.930340528,1.07416296,38.86751175,2056.203613,147.0800781,6,81.44361877,-323.4969177,N/a,N/a,1,989,67.73033905,94.42622375,89.70000458,0,0,22.62177467,0,3.00E-04,57.49900055,329.5611877,65389.269,3.857000113,0.569999993,1.37E-02,14.17500019,39.41482162,-117.7292258,33.66375218,38.86751175,25.53196526,-2.541874886,5.040583134,153.2670288
85.8,0.512440622,0.811367095,0.944636762,1.067553639,39.00957489,2056.774658,148.1077728,6,81.33943939,-323.35672,N/a,N/a,1,989,69.19101715,94.42622375,89.81250763,0,0,23.42745399,0,3.00E-04,57.49900055,329.8598633,65389.279,3.857000113,0.569999993,1.37E-02,14.17500019,39.41482162,-117.729227,33.66375344,39.00957489,26.16527176,-2.335856676,5.205905437,153.501297
85.81,0.514308751,0.83121109,0.961933613,1.060646892,39.17049026,2057.3479,149.6953583,6,81.23522186,-323.2156677,N/a,N/a,1,989,68.42697144,108.8524704,89.81250763,0,0,24.16165161,0,3.00E-04,57.49900055,330.1585693,65389.289,3.857000113,0.569999993,1.37E-02,14.17500019,39.41482162,-117.7292281,33.6637547,39.17049026,26.69508934,-2.108417511,5.352913857,153.7429199
85.82,0.517024338,0.848534822,0.970900536,1.053619385,39.30484009,2057.923584,151.0260315,6,81.13143921,-323.0735474,N/a,N/a,1,989,68.33707428,108.8524704,89.92501068,0,0,24.83252335,0,3.00E-04,57.49900055,330.4572449,65389.299,3.857000113,0.569999993,1.37E-02,14.17500019,39.41482162,-117.7292292,33.66375598,39.30484009,27.15830994,-1.860866904,5.483428478,153.9912415
